#_x,Name,Season,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,#_y,Date,Time,Latitude,Lat,Longitude,Long,Max Winds (kt),SS HWS,RMW nm,Central Prssure (mb),OCI (mb),Size (nm),States Affected,Category,Adjusted Costs
2245,Elena,1985,9,2,6,29.7,-87.3,hurricane,3.0,105,957,,,5,9/2/85,1300Z,30.4,30.4N,-89.2,89.2W,100,3,10,959,----,---,"AL3,MS3,AFL3",3,$3.8B
2246,Elena,1985,9,2,12,30.2,-88.8,hurricane,3.0,100,959,,,5,9/2/85,1300Z,30.4,30.4N,-89.2,89.2W,100,3,10,959,----,---,"AL3,MS3,AFL3",3,$3.8B
2247,Elena,1985,9,2,13,30.4,-89.2,hurricane,3.0,100,959,,,5,9/2/85,1300Z,30.4,30.4N,-89.2,89.2W,100,3,10,959,----,---,"AL3,MS3,AFL3",3,$3.8B
2248,Elena,1985,9,2,18,31.0,-90.4,tropical storm,,60,990,,,5,9/2/85,1300Z,30.4,30.4N,-89.2,89.2W,100,3,10,959,----,---,"AL3,MS3,AFL3",3,$3.8B
2249,Elena,1985,9,3,0,31.9,-91.8,tropical storm,,45,1000,,,5,9/2/85,1300Z,30.4,30.4N,-89.2,89.2W,100,3,10,959,----,---,"AL3,MS3,AFL3",3,$3.8B
2250,Elena,1985,9,3,6,32.4,-92.8,tropical depression,,30,1004,,,5,9/2/85,1300Z,30.4,30.4N,-89.2,89.2W,100,3,10,959,----,---,"AL3,MS3,AFL3",3,$3.8B
2251,Elena,1985,9,3,12,33.2,-93.7,tropical depression,,25,1006,,,5,9/2/85,1300Z,30.4,30.4N,-89.2,89.2W,100,3,10,959,----,---,"AL3,MS3,AFL3",3,$3.8B
2252,Elena,1985,9,3,18,34.5,-94.0,tropical depression,,25,1008,,,5,9/2/85,1300Z,30.4,30.4N,-89.2,89.2W,100,3,10,959,----,---,"AL3,MS3,AFL3",3,$3.8B
2253,Elena,1985,9,4,0,35.9,-93.9,tropical depression,,20,1010,,,5,9/2/85,1300Z,30.4,30.4N,-89.2,89.2W,100,3,10,959,----,---,"AL3,MS3,AFL3",3,$3.8B
2254,Elena,1985,9,4,6,37.0,-93.2,tropical depression,,20,1010,,,5,9/2/85,1300Z,30.4,30.4N,-89.2,89.2W,100,3,10,959,----,---,"AL3,MS3,AFL3",3,$3.8B
2255,Elena,1985,9,4,12,38.0,-92.5,tropical depression,,20,1010,,,5,9/2/85,1300Z,30.4,30.4N,-89.2,89.2W,100,3,10,959,----,---,"AL3,MS3,AFL3",3,$3.8B
2256,Elena,1985,9,4,18,38.8,-91.4,tropical depression,,20,1010,,,5,9/2/85,1300Z,30.4,30.4N,-89.2,89.2W,100,3,10,959,----,---,"AL3,MS3,AFL3",3,$3.8B
2389,Juan,1985,10,26,0,24.5,-90.5,tropical depression,,30,1005,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2390,Juan,1985,10,26,6,24.2,-91.5,tropical depression,,30,1002,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2391,Juan,1985,10,26,12,23.8,-92.5,tropical storm,,35,999,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2392,Juan,1985,10,26,18,24.4,-92.8,tropical storm,,40,996,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2393,Juan,1985,10,27,0,24.6,-92.0,tropical storm,,45,993,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2394,Juan,1985,10,27,6,25.3,-92.2,tropical storm,,50,990,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2395,Juan,1985,10,27,12,25.7,-91.5,tropical storm,,55,986,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2396,Juan,1985,10,27,18,26.4,-91.1,tropical storm,,60,984,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2397,Juan,1985,10,28,0,27.8,-91.2,hurricane,1.0,65,982,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2398,Juan,1985,10,28,6,28.6,-91.5,hurricane,1.0,70,975,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2399,Juan,1985,10,28,12,29.4,-92.0,hurricane,1.0,75,972,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2400,Juan,1985,10,28,18,29.3,-93.0,hurricane,1.0,75,971,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2401,Juan,1985,10,29,0,28.9,-92.5,hurricane,1.0,75,973,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2402,Juan,1985,10,29,6,29.0,-91.9,hurricane,1.0,70,975,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2403,Juan,1985,10,29,11,29.5,-91.4,hurricane,1.0,65,974,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2404,Juan,1985,10,29,12,29.6,-91.3,hurricane,1.0,65,974,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2405,Juan,1985,10,29,18,30.3,-91.9,tropical storm,,60,978,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2406,Juan,1985,10,30,0,30.1,-92.3,tropical storm,,60,980,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2407,Juan,1985,10,30,6,29.8,-92.2,tropical storm,,55,982,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2408,Juan,1985,10,30,12,29.6,-92.1,tropical storm,,55,982,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2409,Juan,1985,10,30,18,29.3,-91.8,tropical storm,,55,982,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2410,Juan,1985,10,31,0,29.1,-91.3,tropical storm,,55,982,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2411,Juan,1985,10,31,6,28.9,-90.3,tropical storm,,55,980,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2412,Juan,1985,10,31,12,29.3,-89.1,tropical storm,,60,978,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2413,Juan,1985,10,31,18,30.3,-87.7,tropical storm,,55,982,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2414,Juan,1985,11,1,0,31.8,-87.0,tropical storm,,40,984,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2415,Juan,1985,11,1,6,33.5,-86.7,tropical storm,,35,986,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2416,Juan,1985,11,1,12,35.2,-86.6,extratropical,,30,989,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
2417,Juan,1985,11,1,18,36.8,-87.1,extratropical,,25,992,,,12,10/29/85,1100Z,29.5,29.5N,-91.4,91.4W,75,1,15,971,----,---,LA1,1,$4.3B
3478,Hugo,1989,9,10,12,13.2,-20.0,tropical depression,,25,1010,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3479,Hugo,1989,9,10,18,13.3,-21.8,tropical depression,,25,1010,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3480,Hugo,1989,9,11,0,13.2,-23.7,tropical depression,,30,1009,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3481,Hugo,1989,9,11,6,13.0,-25.5,tropical depression,,30,1007,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3482,Hugo,1989,9,11,12,12.8,-27.3,tropical depression,,30,1005,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3483,Hugo,1989,9,11,18,12.5,-29.2,tropical storm,,35,1003,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3484,Hugo,1989,9,12,0,12.5,-31.0,tropical storm,,40,1002,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3485,Hugo,1989,9,12,6,12.5,-32.9,tropical storm,,45,1000,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3486,Hugo,1989,9,12,12,12.5,-34.8,tropical storm,,45,998,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3487,Hugo,1989,9,12,18,12.6,-36.7,tropical storm,,50,996,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3488,Hugo,1989,9,13,0,12.6,-38.2,tropical storm,,55,994,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3489,Hugo,1989,9,13,6,12.7,-40.0,tropical storm,,55,992,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3490,Hugo,1989,9,13,12,12.8,-41.8,tropical storm,,60,990,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3491,Hugo,1989,9,13,18,12.8,-43.5,hurricane,1.0,65,987,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3492,Hugo,1989,9,14,0,12.9,-44.9,hurricane,1.0,70,984,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3493,Hugo,1989,9,14,6,13.0,-46.3,hurricane,1.0,80,980,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3494,Hugo,1989,9,14,12,13.2,-47.8,hurricane,2.0,85,975,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3495,Hugo,1989,9,14,18,13.6,-49.1,hurricane,2.0,90,970,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3496,Hugo,1989,9,15,0,13.8,-50.5,hurricane,3.0,100,962,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3497,Hugo,1989,9,15,6,14.0,-51.9,hurricane,3.0,110,957,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3498,Hugo,1989,9,15,12,14.2,-53.3,hurricane,4.0,125,940,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3499,Hugo,1989,9,15,18,14.6,-54.6,hurricane,5.0,140,918,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3500,Hugo,1989,9,16,0,14.8,-56.1,hurricane,4.0,135,923,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3501,Hugo,1989,9,16,6,15.1,-57.3,hurricane,4.0,130,927,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3502,Hugo,1989,9,16,12,15.4,-58.4,hurricane,4.0,120,940,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3503,Hugo,1989,9,16,18,15.8,-59.4,hurricane,4.0,120,941,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3504,Hugo,1989,9,17,0,16.1,-60.4,hurricane,4.0,120,941,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3505,Hugo,1989,9,17,5,16.3,-61.3,hurricane,4.0,120,941,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3506,Hugo,1989,9,17,6,16.4,-61.5,hurricane,4.0,120,943,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3507,Hugo,1989,9,17,12,16.6,-62.5,hurricane,4.0,125,949,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3508,Hugo,1989,9,17,18,16.9,-63.5,hurricane,4.0,125,945,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3509,Hugo,1989,9,18,0,17.2,-64.1,hurricane,4.0,130,934,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3510,Hugo,1989,9,18,6,17.7,-64.8,hurricane,4.0,120,940,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3511,Hugo,1989,9,18,12,18.2,-65.5,hurricane,3.0,110,945,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3512,Hugo,1989,9,18,13,18.3,-65.6,hurricane,3.0,110,946,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3513,Hugo,1989,9,18,18,19.1,-66.4,hurricane,3.0,105,958,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3514,Hugo,1989,9,19,0,19.7,-66.8,hurricane,3.0,100,959,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3515,Hugo,1989,9,19,6,20.7,-67.3,hurricane,2.0,90,962,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3516,Hugo,1989,9,19,12,21.6,-68.0,hurricane,2.0,90,964,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3517,Hugo,1989,9,19,18,22.6,-68.6,hurricane,2.0,90,966,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3518,Hugo,1989,9,20,0,23.5,-69.3,hurricane,2.0,90,957,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3519,Hugo,1989,9,20,6,24.4,-70.1,hurricane,2.0,90,957,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3520,Hugo,1989,9,20,12,25.2,-71.0,hurricane,2.0,95,958,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3521,Hugo,1989,9,20,18,26.3,-72.2,hurricane,2.0,95,953,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3522,Hugo,1989,9,21,0,27.2,-73.4,hurricane,3.0,100,950,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3523,Hugo,1989,9,21,6,28.0,-74.9,hurricane,3.0,100,950,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3524,Hugo,1989,9,21,12,29.0,-76.1,hurricane,3.0,110,948,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3525,Hugo,1989,9,21,18,30.2,-77.5,hurricane,4.0,120,944,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
3526,Hugo,1989,9,22,0,31.7,-78.8,hurricane,4.0,120,935,,,11,9/22/89,0400Z,32.8,32.8N,-79.8,79.8W,120,4,20,934,----,---,"SC4,INC1",4,$22.7B
